no,province_id,province,district,hcode,year,hospital name,target_population,screened_total,screened_normal,screened_risk,care_total,assess_9q_normal,assess_9q_risk,assess_8q_normal,assess_8q_risk,care_counseling,care_referral,followup_normal,followup_risk_q12,followup_risk_q3,,,,,,,,
138,36,ชัยภูมิ,เนินสง่า,04089,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลโกรกกุลา,340,0,,3,,,,,,,,,,,,,,,,,,
139,36,ชัยภูมิ,เมืองชัยภูมิ,23977,2569,ศูนย์บริการสาธารณสุขหนองบัว,151,54,54,35,0,0,0,0,0,0,0,,,,,,,,,,,
140,36,ชัยภูมิ,เมืองชัยภูมิ,24684,2569,ศูนย์บริการสาธารณสุขเทศบาลเมืองชัยภูมิ แห่งที่ 3,425,182,165,36,,,,,,,,,,,,,,,,,,
141,36,ชัยภูมิ,เมืองชัยภูมิ,22766,2569,สถานพยาบาลเรือนจำจังหวัดชัยภูมิ,,0,,0,,,,,,,,,,,,,,,,,,
142,36,ชัยภูมิ,เมืองชัยภูมิ,14425,2569,เทศบาลเมืองชัยภูมิ,3035,17,17,22,0,0,0,0,0,0,0,,,,,,,,,,,
143,36,ชัยภูมิ,เมืองชัยภูมิ,03933,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลกุดตุ้ม,1148,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
144,36,ชัยภูมิ,เมืองชัยภูมิ,03934,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลชีลอง,1130,160,154,11,,,,,,,,,,,,,,,,,,
145,36,ชัยภูมิ,เมืองชัยภูมิ,03979,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลซับสีทอง,786,21,20,12,1,1,0,1,0,1,0,,,,,,,,,,,
146,36,ชัยภูมิ,เมืองชัยภูมิ,03941,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลท่าหินโงม,786,9,5,30,4,4,0,4,0,4,0,,,,,,,,,,,
147,36,ชัยภูมิ,เมืองชัยภูมิ,03931,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลนาฝาย,2997,250,234,51,,,,,,,,,,,,,,,,,,
148,36,ชัยภูมิ,เมืองชัยภูมิ,03937,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลนาเสียว,2259,4,4,61,0,0,0,0,0,0,0,,,,,,,,,,,
149,36,ชัยภูมิ,เมืองชัยภูมิ,03947,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลบุ่งคล้า,1644,14,14,0,0,0,0,0,0,0,0,,,,,,,,,,,
150,36,ชัยภูมิ,เมืองชัยภูมิ,03932,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านค่าย,2311,26,26,40,0,0,0,0,0,0,0,,,,,,,,,,,
151,36,ชัยภูมิ,เมืองชัยภูมิ,03944,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยบงเหนือ,1268,3,1,2,,,,,,,,,,,,,,,,,,
152,36,ชัยภูมิ,เมืองชัยภูมิ,03936,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเล่า,1987,866,865,17,,,,,,,,,,,,,,,,,,
153,36,ชัยภูมิ,เมืองชัยภูมิ,03946,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกสูง,841,502,484,18,,,,,,,,,,,,,,,,,,
154,36,ชัยภูมิ,เมืองชัยภูมิ,03945,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนน,1586,10,10,4,0,0,0,0,0,0,0,,,,,,,,,,,
155,36,ชัยภูมิ,เมืองชัยภูมิ,03939,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลลาดใหญ่,1869,6,6,25,0,0,0,0,0,0,0,,,,,,,,,,,
156,36,ชัยภูมิ,เมืองชัยภูมิ,03943,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลสามพันตา,473,0,,1,,,,,,,,,,,,,,,,,,
157,36,ชัยภูมิ,เมืองชัยภูมิ,13887,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองคอนไทย,1175,752,684,88,,,,,,,,,,,,,,,,,,
158,36,ชัยภูมิ,เมืองชัยภูมิ,03938,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองนาแซง,1443,2,1,8,1,1,0,1,0,1,0,,,,,,,,,,,
159,36,ชัยภูมิ,เมืองชัยภูมิ,43766,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองนาแซงแห่งที่ 2,755,655,653,2,,,,,,,,,,,,,,,,,,
160,36,ชัยภูมิ,เมืองชัยภูมิ,03935,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองบัวขาว,919,2,2,0,0,0,0,0,0,0,0,,,,,,,,,,,
161,36,ชัยภูมิ,เมืองชัยภูมิ,03929,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองหลอด,596,16,16,3,0,0,0,0,0,0,0,,,,,,,,,,,
162,36,ชัยภูมิ,เมืองชัยภูมิ,03940,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองไผ่,1470,17,17,0,0,0,0,0,0,0,0,,,,,,,,,,,
163,36,ชัยภูมิ,เมืองชัยภูมิ,03942,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยต้อน,1237,56,54,2,,,,,,,,,,,,,,,,,,
164,36,ชัยภูมิ,เมืองชัยภูมิ,03930,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลโพนทอง,1371,2,2,5,0,0,0,0,0,0,0,,,,,,,,,,,
165,36,ชัยภูมิ,แก้งคร้อ,04070,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลท่ามะไฟหวาน,922,2,2,4,2,2,0,2,0,2,0,,,,,,,,,,,
166,36,ชัยภูมิ,แก้งคร้อ,04060,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลนาหนองทุ่ม,1904,3,3,16,0,0,0,0,0,0,0,,,,,,,,,,,
167,36,ชัยภูมิ,แก้งคร้อ,04071,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านซำมูลนาก,524,0,,1,,,,,,,,,,,,,,,,,,
168,36,ชัยภูมิ,แก้งคร้อ,04061,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาแก,1224,1,0,3,,,,,,,,,,,,,,,,,,
169,36,ชัยภูมิ,แก้งคร้อ,04064,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองศาลา,358,286,278,8,8,8,0,8,0,8,0,,,,,,,,,,,
170,36,ชัยภูมิ,แก้งคร้อ,04072,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองแก,478,260,259,1,1,1,0,1,0,1,0,,,,,,,,,,,
171,36,ชัยภูมิ,แก้งคร้อ,04067,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเซียมป่าหม้อ,423,156,156,3,0,0,0,0,0,0,0,,,,,,,,,,,
172,36,ชัยภูมิ,แก้งคร้อ,04062,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแก้ง,719,299,281,22,,,,,,,,,,,,,,,,,,
173,36,ชัยภูมิ,แก้งคร้อ,04059,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองตานา,443,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,
174,36,ชัยภูมิ,แก้งคร้อ,04069,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองพีพ่วน,486,6,6,1,0,0,0,0,0,0,0,,,,,,,,,,,
175,36,ชัยภูมิ,แก้งคร้อ,04063,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลหนองสังข์,1051,10,8,14,,,,,,,,,,,,,,,,,,
176,36,ชัยภูมิ,แก้งคร้อ,04065,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลหลุบคา,983,367,340,27,27,27,0,0,0,0,0,,,,,,,,,,,
177,36,ชัยภูมิ,แก้งคร้อ,04068,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลเก่าย่าดี,283,158,151,7,7,7,0,7,0,7,0,,,,,,,,,,,
178,36,ชัยภูมิ,แก้งคร้อ,04066,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลโคกกุง,1073,7,7,22,0,0,0,0,0,0,0,,,,,,,,,,,
179,36,ชัยภูมิ,แก้งคร้อ,04058,2569,โรงพยาบาลส่งเสริมสุขภาพตำบลโนนงิ้ว,659,115,114,2,,,,,,,,,,,,,,,,,,
180,36,ชัยภูมิ,คอนสวรรค์,10971,2569,โรงพยาบาลคอนสวรรค์,2875,1759,1713,47,,,,,,,,,,,,,,,,,,
181,36,ชัยภูมิ,คอนสาร,10981,2569,โรงพยาบาลคอนสาร,800,159,152,22,7,5,2,6,1,2,0,,,,,,,,,,,
182,36,ชัยภูมิ,จัตุรัส,10974,2569,โรงพยาบาลจัตุรัส,2667,924,889,55,51,38,13,45,6,51,13,,,,,,,,,,,
183,36,ชัยภูมิ,ซับใหญ่,04007,2569,โรงพยาบาลซับใหญ่,617,16,16,2,,,,,,,,,,,,,,,,,,
184,36,ชัยภูมิ,บำเหน็จณรงค์,10975,2569,โรงพยาบาลบำเหน็จณรงค์,3231,25,25,71,,,,,,,,,,,,,,,,,,
185,36,ชัยภูมิ,บ้านเขว้า,10970,2569,โรงพยาบาลบ้านเขว้า,4047,958,939,20,,,,,,,,,,,,,,,,,,
186,36,ชัยภูมิ,บ้านแท่น,10979,2569,โรงพยาบาลบ้านแท่น,2148,37,35,4,,,,,,,,,,,,,,,,,,
187,36,ชัยภูมิ,ภักดีชุมพล,10982,2569,โรงพยาบาลภักดีชุมพล,1879,32,28,7,,,,,,,,,,,,,,,,,,
188,36,ชัยภูมิ,ภูเขียว,10978,2569,โรงพยาบาลภูเขียวเฉลิมพระเกียรติ,3957,152,142,90,,,,,,,,,,,,,,,,,,
189,36,ชัยภูมิ,หนองบัวระเหว,10976,2569,โรงพยาบาลหนองบัวระเหว,1033,9,9,81,,,,,,,,,,,,,,,,,,
190,36,ชัยภูมิ,หนองบัวแดง,10973,2569,โรงพยาบาลหนองบัวแดง,3020,17,16,6,,,,,,,,,,,,,,,,,,
191,36,ชัยภูมิ,เกษตรสมบูรณ์,10972,2569,โรงพยาบาลเกษตรสมบูรณ์,2395,1402,1373,49,,,,,,,,,,,,,,,,,,
192,36,ชัยภูมิ,เทพสถิต,10977,2569,โรงพยาบาลเทพสถิต,2068,1051,1038,76,,,,,,,,,,,,,,,,,,
193,36,ชัยภูมิ,เนินสง่า,10983,2569,โรงพยาบาลเนินสง่า,738,3,3,2,,,,,,,,,,,,,,,,,,
194,36,ชัยภูมิ,เมืองชัยภูมิ,10702,2569,โรงพยาบาลชัยภูมิ,2270,0,,0,,,,,,,,,,,,,,,,,,
195,36,ชัยภูมิ,แก้งคร้อ,10980,2569,โรงพยาบาลแก้งคร้อ,2948,117,106,44,,,,,,,,,,,,,,,,,,
